protein1,protein2,pred
PF3D7_1426000,PF3D7_0710600,1.03650822979859
PF3D7_1426000,PF3D7_1424400,1.02682507747863
PF3D7_1426000,PF3D7_1421200,1.0256469660218
PF3D7_1426000,PF3D7_0721600,1.00828341816549
PF3D7_1426000,PF3D7_0312800,1.01117249349244
PF3D7_1426000,PF3D7_1341200,1.01104926832099
PF3D7_1426000,PF3D7_1027800,1.00945258381364
PF3D7_1426000,PF3D7_0706400,1.00827881010238
PF3D7_1426000,PF3D7_1142600,1.00378407747112
PF3D7_1426000,PF3D7_1414300,0.972113356628397
PF3D7_1426000,PF3D7_1460700,1.00092475268524
PF3D7_1426000,PF3D7_1019400,0.999056385914049
PF3D7_1426000,PF3D7_1358800,0.99634291840137
PF3D7_1426000,PF3D7_1424100,0.996139703693103
PF3D7_1426000,PF3D7_0520000,0.989915947724491
PF3D7_1426000,PF3D7_0415900,0.988662564309444
PF3D7_1426000,PF3D7_0322900,0.988627647721634
PF3D7_1426000,PF3D7_0306900,0.988262052961619
PF3D7_1426000,PF3D7_1126200,0.986631531297791
PF3D7_1426000,PF3D7_1124900,0.985355618806556
PF3D7_1426000,PF3D7_1342000,0.984497988981951
PF3D7_1426000,PF3D7_1431700,0.984058973014616
PF3D7_1426000,PF3D7_0814000,0.98376895896255
PF3D7_1426000,PF3D7_0507100,0.979614823837932
PF3D7_1426000,PF3D7_1351400,0.97067428012648
PF3D7_1426000,PF3D7_0503800,0.970074312679411
PF3D7_1426000,PF3D7_1003500,0.966945564831508
PF3D7_1426000,PF3D7_0614500,0.966308403053609
PF3D7_1426000,PF3D7_0516900,0.966218575659109
PF3D7_1426000,PF3D7_1331800,0.965879054331661
PF3D7_1426000,PF3D7_1323100,0.95894698013672
PF3D7_1426000,PF3D7_0813900,0.962016409033726
PF3D7_1426000,PF3D7_0316800,0.961691414756721
PF3D7_1426000,PF3D7_0519400,0.941889380083556
PF3D7_1426000,PF3D7_0307200,0.94398355835951
PF3D7_1426000,PF3D7_1105400,0.913492937072166
PF3D7_1426000,PF3D7_1465900,0.817747273248195
PF3D7_1426000,PF3D7_0716800,0.796207871998432
PF3D7_0710600,PF3D7_1424400,0.864730836149244
PF3D7_0710600,PF3D7_1421200,0.839178074137141
PF3D7_0710600,PF3D7_0721600,1.01387228235134
PF3D7_0710600,PF3D7_0312800,0.989735372328076
PF3D7_0710600,PF3D7_1341200,0.986166172440083
PF3D7_0710600,PF3D7_1027800,0.548932158177058
PF3D7_0710600,PF3D7_0706400,0.492757003023761
PF3D7_0710600,PF3D7_1142600,0.769709546757468
PF3D7_0710600,PF3D7_1414300,1.00193776976765
PF3D7_0710600,PF3D7_1460700,0.995840535553172
PF3D7_0710600,PF3D7_1019400,0.709040156281109
PF3D7_0710600,PF3D7_1358800,0.858450862657634
PF3D7_0710600,PF3D7_1424100,0.663198941937271
PF3D7_0710600,PF3D7_0520000,0.692862612157887
PF3D7_0710600,PF3D7_0415900,0.792298397396337
PF3D7_0710600,PF3D7_0322900,0.744185300119431
PF3D7_0710600,PF3D7_0306900,0.733057986952692
PF3D7_0710600,PF3D7_1126200,0.722369452605191
PF3D7_0710600,PF3D7_1124900,0.788231712434564
PF3D7_0710600,PF3D7_1342000,0.740606152480007
PF3D7_0710600,PF3D7_1431700,0.819106473834054
PF3D7_0710600,PF3D7_0814000,0.825781764550372
PF3D7_0710600,PF3D7_0507100,0.868099824336533
PF3D7_0710600,PF3D7_1351400,0.851991823068179
PF3D7_0710600,PF3D7_0503800,0.962156759307108
PF3D7_0710600,PF3D7_1003500,0.83970448901157
PF3D7_0710600,PF3D7_0614500,0.715491727626564
PF3D7_0710600,PF3D7_0516900,0.740266900862752
PF3D7_0710600,PF3D7_1331800,0.780771946198315
PF3D7_0710600,PF3D7_1323100,0.96241578281234
PF3D7_0710600,PF3D7_0813900,0.855319916085573
PF3D7_0710600,PF3D7_0316800,0.773600447348797
PF3D7_0710600,PF3D7_0519400,0.948309122357509
PF3D7_0710600,PF3D7_0307200,0.807772172287525
PF3D7_0710600,PF3D7_1105400,0.726644146052354
PF3D7_0710600,PF3D7_1465900,0.61279555060751
PF3D7_0710600,PF3D7_0716800,0.67330925186843
PF3D7_1424400,PF3D7_1421200,0.76874456819187
PF3D7_1424400,PF3D7_0721600,1.0099636494454
PF3D7_1424400,PF3D7_0312800,1.03054294414754
PF3D7_1424400,PF3D7_1341200,0.99803825085131
PF3D7_1424400,PF3D7_1027800,0.890247472318068
PF3D7_1424400,PF3D7_0706400,0.862690454816086
PF3D7_1424400,PF3D7_1142600,0.957068616264845
PF3D7_1424400,PF3D7_1414300,0.955256928613351
PF3D7_1424400,PF3D7_1460700,1.01118529298728
PF3D7_1424400,PF3D7_1019400,0.595292543544151
PF3D7_1424400,PF3D7_1358800,0.889083400860918
PF3D7_1424400,PF3D7_1424100,0.568825437790282
PF3D7_1424400,PF3D7_0520000,0.606106533389995
PF3D7_1424400,PF3D7_0415900,0.772571079865981
PF3D7_1424400,PF3D7_0322900,0.774641113781167
PF3D7_1424400,PF3D7_0306900,0.601353605348234
PF3D7_1424400,PF3D7_1126200,0.752225801334267
PF3D7_1424400,PF3D7_1124900,0.76527730653493
PF3D7_1424400,PF3D7_1342000,0.651492534472943
PF3D7_1424400,PF3D7_1431700,0.738768106438505
PF3D7_1424400,PF3D7_0814000,0.859322493676056
PF3D7_1424400,PF3D7_0507100,0.881705308410645
PF3D7_1424400,PF3D7_1351400,0.933060176905794
PF3D7_1424400,PF3D7_0503800,0.982319197194592
PF3D7_1424400,PF3D7_1003500,0.747758862882711
PF3D7_1424400,PF3D7_0614500,0.662556147569928
PF3D7_1424400,PF3D7_0516900,0.875218656250776
PF3D7_1424400,PF3D7_1331800,0.822117278819317
PF3D7_1424400,PF3D7_1323100,0.973155500713601
PF3D7_1424400,PF3D7_0813900,0.770185467042005
PF3D7_1424400,PF3D7_0316800,0.80445752947683
PF3D7_1424400,PF3D7_0519400,0.945264831938231
PF3D7_1424400,PF3D7_0307200,0.839387732398428
PF3D7_1424400,PF3D7_1105400,0.773775280952842
PF3D7_1424400,PF3D7_1465900,0.608361054125238
PF3D7_1424400,PF3D7_0716800,0.58259164312324
PF3D7_1421200,PF3D7_0721600,0.928278045368184
PF3D7_1421200,PF3D7_0312800,0.988486531265198
PF3D7_1421200,PF3D7_1341200,0.981632762728845
PF3D7_1421200,PF3D7_1027800,0.795033314796073
PF3D7_1421200,PF3D7_0706400,0.886741436600432
PF3D7_1421200,PF3D7_1142600,0.982646254602795
PF3D7_1421200,PF3D7_1414300,0.976842980367709
PF3D7_1421200,PF3D7_1460700,1.02146591189805
PF3D7_1421200,PF3D7_1019400,0.847353237575013
PF3D7_1421200,PF3D7_1358800,0.819594702149761
PF3D7_1421200,PF3D7_1424100,0.820493336311542
PF3D7_1421200,PF3D7_0520000,0.691229960215827
PF3D7_1421200,PF3D7_0415900,0.821720246379536
PF3D7_1421200,PF3D7_0322900,0.865069967444906
PF3D7_1421200,PF3D7_0306900,0.882510379655071
PF3D7_1421200,PF3D7_1126200,0.953764848559188
PF3D7_1421200,PF3D7_1124900,0.725492243323272
PF3D7_1421200,PF3D7_1342000,0.910618334380348
PF3D7_1421200,PF3D7_1431700,0.790886141259999
PF3D7_1421200,PF3D7_0814000,0.909278525985295
PF3D7_1421200,PF3D7_0507100,0.829074491717234
PF3D7_1421200,PF3D7_1351400,0.871061865920342
PF3D7_1421200,PF3D7_0503800,0.958126126334653
PF3D7_1421200,PF3D7_1003500,0.891200900323813
PF3D7_1421200,PF3D7_0614500,0.794312212696911
PF3D7_1421200,PF3D7_0516900,0.906664622180022
PF3D7_1421200,PF3D7_1331800,0.909918193866148
