"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S32] F23: 126, Sample"	"Found in Sample: [S33] F23: 127N, Sample"	"Found in Sample: [S34] F23: 127C, Sample"	"Found in Sample: [S35] F23: 128N, Sample"	"Found in Sample: [S36] F23: 128C, Sample"	"Found in Sample: [S37] F23: 129N, Sample"	"Found in Sample: [S38] F23: 129C, Sample"	"Found in Sample: [S39] F23: 130N, Sample"	"Found in Sample: [S40] F23: 130C, Sample"	"Found in Sample: [S41] F23: 131, Sample"	"# Protein Groups"	"Modifications"
"-4777132236614452456"	"False"	"High"	"IsMasterProtein"	"PF3D7_0207600.1-p1"	"transcript=PF3D7_0207600.1 | gene=PF3D7_0207600 | organism=Plasmodium_falciparum_3D7 | gene_product=serine repeat antigen 5 | transcript_product=serine repeat antigen 5 | location=Pf3D7_02_v3:303593-307027(-) | protein_length=997 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"824.328"	"57"	"52"	"364"	"50"	"997"	"111.7"	"5.41"	"1420.21"	"52"	"2"	"1.099"	"1.119"	"1.047"	"0.876"	"0.459"	"0.163"	"0.121"	"0.104"	"0.047"	"155998.4"	"171465.7"	"174584.5"	"163397.5"	"136724.7"	"71573.4"	"25421.0"	"18841.1"	"16152.3"	"7391.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8762874871911660175"	"False"	"High"	"IsMasterProtein"	"PF3D7_1149000.1-p1"	"transcript=PF3D7_1149000.1 | gene=PF3D7_1149000 | organism=Plasmodium_falciparum_3D7 | gene_product=antigen 332, DBL-like protein | transcript_product=antigen 332, DBL-like protein | location=Pf3D7_11_v3:1950210-1968726(+) | protein_length=6093 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"808.901"	"29"	"131"	"183"	"131"	"6093"	"688.9"	"3.89"	"758.89"	"131"	"0"	"1.101"	"1.137"	"1.058"	"0.912"	"0.471"	"0.251"	"0.195"	"0.219"	"0.138"	"81069.6"	"89228.3"	"92214.3"	"85796.2"	"73938.4"	"38196.1"	"20373.2"	"15834.6"	"17714.7"	"11150.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3783908223942957305"	"False"	"High"	"IsMasterProtein"	"PF3D7_1311800.1-p1"	"transcript=PF3D7_1311800.1 | gene=PF3D7_1311800 | organism=Plasmodium_falciparum_3D7 | gene_product=M1-family alanyl aminopeptidase | transcript_product=M1-family alanyl aminopeptidase | location=Pf3D7_13_v3:501790-505047(+) | protein_length=1085 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"574.026"	"52"	"54"	"266"	"53"	"1085"	"126.0"	"7.56"	"886.28"	"54"	"1"	"1.126"	"1.133"	"1.117"	"0.999"	"0.654"	"0.223"	"0.153"	"0.122"	"0.055"	"97035.3"	"109216.1"	"109908.6"	"108385.6"	"96979.0"	"63470.4"	"21663.9"	"14885.1"	"11804.8"	"5295.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2772378688330047499"	"False"	"High"	"IsMasterProtein"	"PF3D7_1228600.1-p1"	"transcript=PF3D7_1228600.1 | gene=PF3D7_1228600 | organism=Plasmodium_falciparum_3D7 | gene_product=merozoite surface protein 9 | transcript_product=merozoite surface protein 9 | location=Pf3D7_12_v3:1160729-1162960(-) | protein_length=743 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"569.860"	"60"	"41"	"245"	"41"	"743"	"86.6"	"4.86"	"870.97"	"41"	"0"	"1.009"	"1.126"	"0.766"	"0.671"	"0.427"	"0.256"	"0.216"	"0.259"	"0.165"	"89454.0"	"90236.1"	"100724.5"	"68520.3"	"60021.3"	"38221.7"	"22902.7"	"19290.2"	"23159.6"	"14779.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"529.006"	"61"	"26"	"314"	"23"	"446"	"48.6"	"6.60"	"1208.42"	"26"	"3"	"1.098"	"1.133"	"1.117"	"1.102"	"1.060"	"0.898"	"0.392"	"0.198"	"0.088"	"99794.3"	"109551.4"	"113088.7"	"111434.5"	"109934.2"	"105809.9"	"89590.3"	"39089.4"	"19760.7"	"8815.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"499.327"	"81"	"24"	"314"	"23"	"337"	"36.6"	"7.69"	"1191.36"	"24"	"2"	"1.134"	"1.212"	"1.190"	"1.184"	"1.137"	"0.757"	"0.221"	"0.182"	"0.078"	"97048.9"	"110023.2"	"117576.7"	"115534.1"	"114926.4"	"110365.3"	"73505.2"	"21488.2"	"17696.0"	"7556.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"433.926"	"62"	"27"	"205"	"26"	"511"	"55.6"	"7.55"	"667.44"	"27"	"1"	"1.073"	"1.157"	"1.091"	"1.072"	"1.008"	"0.764"	"0.336"	"0.222"	"0.088"	"63605.8"	"68224.6"	"73592.0"	"69372.5"	"68215.7"	"64119.7"	"48595.9"	"21347.5"	"14097.1"	"5609.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"418.261"	"76"	"27"	"180"	"27"	"416"	"45.4"	"7.83"	"651.14"	"27"	"0"	"1.142"	"1.099"	"0.781"	"0.165"	"0.161"	"0.108"	"0.095"	"0.096"	"0.037"	"100874.8"	"115212.0"	"110875.7"	"78784.9"	"16682.7"	"16224.1"	"10939.2"	"9617.3"	"9726.7"	"3777.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"403.376"	"51"	"36"	"205"	"31"	"745"	"86.1"	"5.01"	"692.48"	"36"	"8"	"1.049"	"0.818"	"0.217"	"0.149"	"0.119"	"0.104"	"0.078"	"0.073"	"0.030"	"137236.0"	"144023.4"	"112283.3"	"29752.1"	"20382.7"	"16377.5"	"14253.2"	"10637.1"	"10030.2"	"4165.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"384.218"	"48"	"32"	"258"	"22"	"677"	"73.9"	"5.67"	"863.25"	"32"	"18"	"1.066"	"1.029"	"0.878"	"0.637"	"0.328"	"0.233"	"0.177"	"0.154"	"0.074"	"106512.3"	"113514.4"	"109595.7"	"93552.0"	"67860.1"	"34975.3"	"24807.6"	"18824.3"	"16421.2"	"7850.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7848922474312241240"	"False"	"High"	"IsMasterProtein"	"PF3D7_0915400.1-p1"	"transcript=PF3D7_0915400.1 | gene=PF3D7_0915400 | organism=Plasmodium_falciparum_3D7 | gene_product=ATP-dependent 6-phosphofructokinase | transcript_product=ATP-dependent 6-phosphofructokinase | location=Pf3D7_09_v3:650585-654841(-) | protein_length=1418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"370.343"	"41"	"50"	"119"	"50"	"1418"	"159.4"	"6.76"	"400.60"	"50"	"0"	"1.120"	"1.145"	"1.013"	"0.856"	"0.366"	"0.223"	"0.181"	"0.166"	"0.088"	"46376.7"	"51947.6"	"53083.4"	"46985.3"	"39700.6"	"16953.5"	"10329.1"	"8395.0"	"7689.2"	"4101.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6468382682587716960"	"False"	"High"	"IsMasterProtein"	"PF3D7_1222300.1-p1"	"transcript=PF3D7_1222300.1 | gene=PF3D7_1222300 | organism=Plasmodium_falciparum_3D7 | gene_product=endoplasmin, putative | transcript_product=endoplasmin, putative | location=Pf3D7_12_v3:883567-886032(-) | protein_length=821 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"363.750"	"53"	"39"	"122"	"37"	"821"	"95.0"	"5.41"	"442.29"	"39"	"2"	"1.090"	"1.117"	"0.946"	"0.173"	"0.144"	"0.116"	"0.083"	"0.092"	"0.042"	"84066.4"	"91631.9"	"93864.8"	"79488.4"	"14520.0"	"12098.3"	"9736.6"	"6965.2"	"7713.2"	"3547.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"357.579"	"47"	"35"	"190"	"32"	"832"	"93.5"	"6.80"	"614.49"	"35"	"6"	"1.139"	"1.127"	"1.074"	"0.860"	"0.362"	"0.164"	"0.128"	"0.115"	"0.054"	"76517.4"	"87167.7"	"86224.9"	"82174.6"	"65778.3"	"27678.9"	"12581.2"	"9782.0"	"8829.1"	"4113.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5298998008602675123"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708800.1-p1"	"transcript=PF3D7_0708800.1 | gene=PF3D7_0708800 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 110 | transcript_product=heat shock protein 110 | location=Pf3D7_07_v3:395711-398332(+) | protein_length=873 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"356.599"	"52"	"39"	"153"	"39"	"873"	"99.9"	"5.69"	"534.00"	"39"	"0"	"1.104"	"1.070"	"0.935"	"0.303"	"0.172"	"0.131"	"0.102"	"0.099"	"0.048"	"61439.9"	"67818.9"	"65741.9"	"57426.8"	"18615.6"	"10587.5"	"8053.6"	"6281.3"	"6100.7"	"2918.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-755199995939546143"	"False"	"High"	"IsMasterProtein"	"PF3D7_0619400.1-p1"	"transcript=PF3D7_0619400.1 | gene=PF3D7_0619400 | organism=Plasmodium_falciparum_3D7 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | protein_length=828 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"343.713"	"50"	"40"	"132"	"35"	"828"	"92.3"	"5.08"	"449.22"	"40"	"1"	"1.052"	"1.250"	"1.005"	"1.255"	"1.113"	"0.374"	"0.259"	"0.266"	"0.144"	"33652.7"	"35389.6"	"42076.6"	"33807.9"	"42250.7"	"37463.4"	"12587.9"	"8732.2"	"8945.6"	"4835.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5632043330276546877"	"False"	"High"	"IsMasterProtein"	"PF3D7_0524000.1-p1"	"transcript=PF3D7_0524000.1 | gene=PF3D7_0524000 | organism=Plasmodium_falciparum_3D7 | gene_product=karyopherin beta | transcript_product=karyopherin beta | location=Pf3D7_05_v3:998753-1002124(+) | protein_length=1123 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"341.092"	"43"	"44"	"107"	"44"	"1123"	"127.3"	"4.92"	"406.43"	"44"	"0"	"1.080"	"1.121"	"0.986"	"0.664"	"0.226"	"0.153"	"0.112"	"0.105"	"0.041"	"52146.4"	"56293.6"	"58444.7"	"51431.7"	"34602.3"	"11803.8"	"7969.2"	"5843.9"	"5459.5"	"2133.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7163985271681713089"	"False"	"High"	"IsMasterProtein"	"PF3D7_1134000.1-p1"	"transcript=PF3D7_1134000.1 | gene=PF3D7_1134000 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_11_v3:1320114-1322105(+) | protein_length=663 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"334.031"	"53"	"32"	"100"	"31"	"663"	"73.3"	"6.84"	"402.27"	"32"	"2"	"1.073"	"1.040"	"0.972"	"0.417"	"0.196"	"0.162"	"0.130"	"0.129"	"0.060"	"49008.4"	"52595.0"	"50971.4"	"47627.1"	"20419.2"	"9590.2"	"7921.9"	"6366.5"	"6306.7"	"2964.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"324.938"	"54"	"34"	"145"	"34"	"604"	"69.1"	"7.40"	"520.00"	"34"	"0"	"1.119"	"1.165"	"1.130"	"1.101"	"1.011"	"0.766"	"0.546"	"0.479"	"0.260"	"50397.8"	"56373.4"	"58697.3"	"56932.4"	"55472.7"	"50958.1"	"38604.2"	"27506.1"	"24158.0"	"13090.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
