"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"286.304"	"57"	"23"	"136"	"21"	"446"	"48.6"	"6.60"	"467.24"	"23"	"2"	"0.975"	"0.553"	"0.724"	"0.581"	"0.713"	"0.593"	"0.261"	"0.154"	"0.095"	"40764.5"	"39758.7"	"22541.5"	"29516.7"	"23686.4"	"29072.1"	"24166.7"	"10641.9"	"6261.8"	"3879.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"226.626"	"61"	"25"	"104"	"24"	"511"	"55.6"	"7.55"	"297.32"	"25"	"1"	"0.999"	"0.593"	"0.739"	"0.604"	"0.672"	"0.502"	"0.245"	"0.141"	"0.079"	"25432.6"	"25397.0"	"15079.2"	"18796.8"	"15366.2"	"17092.6"	"12764.9"	"6241.8"	"3584.8"	"2019.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"206.808"	"79"	"21"	"137"	"20"	"337"	"36.6"	"7.69"	"398.62"	"21"	"1"	"1.024"	"0.612"	"0.739"	"0.607"	"0.668"	"0.312"	"0.228"	"0.160"	"0.094"	"36857.3"	"37727.4"	"22546.3"	"27235.5"	"22357.9"	"24625.6"	"11485.7"	"8386.5"	"5880.8"	"3449.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"202.922"	"43"	"32"	"73"	"28"	"745"	"86.1"	"5.01"	"242.45"	"32"	"6"	"0.945"	"0.369"	"0.155"	"0.082"	"0.085"	"0.081"	"0.079"	"0.050"	"0.029"	"44884.5"	"42427.0"	"16557.7"	"6968.5"	"3679.2"	"3833.8"	"3655.3"	"3553.4"	"2250.0"	"1284.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"194.326"	"53"	"17"	"71"	"17"	"369"	"40.1"	"8.12"	"264.81"	"17"	"0"	"0.963"	"0.556"	"0.721"	"0.576"	"0.710"	"0.707"	"0.571"	"0.116"	"0.070"	"27122.6"	"26126.7"	"15079.1"	"19557.7"	"15633.4"	"19248.3"	"19183.2"	"15489.4"	"3146.9"	"1904.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"194.055"	"44"	"28"	"99"	"19"	"677"	"73.9"	"5.67"	"301.83"	"28"	"15"	"0.999"	"0.536"	"0.593"	"0.354"	"0.274"	"0.178"	"0.188"	"0.127"	"0.085"	"36002.4"	"35981.4"	"19303.9"	"21335.2"	"12743.0"	"9877.6"	"6392.5"	"6767.5"	"4558.4"	"3075.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"168.596"	"66"	"22"	"69"	"22"	"416"	"45.4"	"7.83"	"225.11"	"22"	"0"	"0.973"	"0.520"	"0.538"	"0.085"	"0.101"	"0.069"	"0.076"	"0.060"	"0.027"	"37387.2"	"36396.4"	"19436.6"	"20100.8"	"3175.0"	"3782.4"	"2563.5"	"2856.6"	"2228.9"	"1027.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3783908223942957305"	"False"	"High"	"IsMasterProtein"	"PF3D7_1311800.1-p1"	"transcript=PF3D7_1311800.1 | gene=PF3D7_1311800 | organism=Plasmodium_falciparum_3D7 | gene_product=M1-family alanyl aminopeptidase | transcript_product=M1-family alanyl aminopeptidase | location=Pf3D7_13_v3:501790-505047(+) | protein_length=1085 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"166.899"	"41"	"40"	"62"	"40"	"1085"	"126.0"	"7.56"	"201.62"	"40"	"0"	"0.993"	"0.561"	"0.721"	"0.535"	"0.431"	"0.136"	"0.147"	"0.099"	"0.053"	"22412.3"	"22245.0"	"12581.2"	"16151.5"	"11980.1"	"9662.0"	"3055.7"	"3291.3"	"2214.9"	"1192.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"160.655"	"34"	"25"	"64"	"24"	"832"	"93.5"	"6.80"	"206.57"	"25"	"1"	"1.000"	"0.562"	"0.713"	"0.484"	"0.280"	"0.109"	"0.120"	"0.084"	"0.043"	"24713.6"	"24722.2"	"13879.2"	"17615.9"	"11959.0"	"6928.2"	"2689.9"	"2975.9"	"2072.1"	"1059.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3611079397800357936"	"False"	"High"	"IsMasterProtein"	"PF3D7_0608800.1-p1"	"transcript=PF3D7_0608800.1 | gene=PF3D7_0608800 | organism=Plasmodium_falciparum_3D7 | gene_product=ornithine aminotransferase | transcript_product=ornithine aminotransferase | location=Pf3D7_06_v3:362635-363879(+) | protein_length=414 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"158.112"	"50"	"20"	"67"	"20"	"414"	"46.0"	"6.89"	"214.56"	"20"	"0"	"0.984"	"0.547"	"0.651"	"0.247"	"0.156"	"0.095"	"0.104"	"0.069"	"0.037"	"30543.3"	"30053.4"	"16714.3"	"19875.2"	"7536.8"	"4754.8"	"2916.0"	"3188.3"	"2095.1"	"1122.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"139.822"	"46"	"26"	"53"	"26"	"604"	"69.1"	"7.40"	"168.56"	"26"	"0"	"1.007"	"0.578"	"0.749"	"0.612"	"0.763"	"0.721"	"0.672"	"0.553"	"0.438"	"15902.5"	"16009.1"	"9184.1"	"11904.7"	"9730.4"	"12136.3"	"11472.7"	"10679.3"	"8796.9"	"6972.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-755199995939546143"	"False"	"High"	"IsMasterProtein"	"PF3D7_0619400.1-p1"	"transcript=PF3D7_0619400.1 | gene=PF3D7_0619400 | organism=Plasmodium_falciparum_3D7 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | protein_length=828 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"133.213"	"35"	"27"	"43"	"23"	"828"	"92.3"	"5.08"	"138.92"	"27"	"0"	"1.097"	"0.592"	"0.768"	"0.667"	"0.636"	"0.263"	"0.225"	"0.145"	"0.097"	"10190.4"	"11175.4"	"6028.5"	"7831.2"	"6801.7"	"6476.0"	"2678.3"	"2289.1"	"1478.2"	"985.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6468382682587716960"	"False"	"High"	"IsMasterProtein"	"PF3D7_1222300.1-p1"	"transcript=PF3D7_1222300.1 | gene=PF3D7_1222300 | organism=Plasmodium_falciparum_3D7 | gene_product=endoplasmin, putative | transcript_product=endoplasmin, putative | location=Pf3D7_12_v3:883567-886032(-) | protein_length=821 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"129.952"	"38"	"28"	"38"	"28"	"821"	"95.0"	"5.41"	"131.86"	"28"	"0"	"1.035"	"0.535"	"0.589"	"0.199"	"0.167"	"0.129"	"0.128"	"0.079"	"0.044"	"17293.2"	"17901.3"	"9243.8"	"10183.9"	"3441.5"	"2883.4"	"2233.7"	"2211.4"	"1371.1"	"757.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
