"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"255.685"	"50"	"21"	"93"	"19"	"446"	"48.6"	"6.60"	"327.48"	"21"	"2"	"1.165"	"1.055"	"1.254"	"1.099"	"1.073"	"0.702"	"0.355"	"0.197"	"0.062"	"21247.1"	"24746.2"	"22415.4"	"26638.2"	"23358.7"	"22791.6"	"14920.0"	"7534.3"	"4190.2"	"1317.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"239.244"	"79"	"22"	"101"	"21"	"337"	"36.6"	"7.69"	"335.41"	"22"	"2"	"1.158"	"1.059"	"1.235"	"1.046"	"0.920"	"0.242"	"0.156"	"0.101"	"0.042"	"21725.0"	"25167.7"	"23001.0"	"26835.9"	"22718.5"	"19982.1"	"5268.0"	"3399.2"	"2195.1"	"901.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"212.179"	"46"	"30"	"99"	"21"	"677"	"73.9"	"5.67"	"316.29"	"30"	"14"	"1.157"	"0.925"	"0.947"	"0.611"	"0.470"	"0.253"	"0.215"	"0.135"	"0.078"	"25178.0"	"29132.9"	"23300.9"	"23841.6"	"15386.0"	"11835.3"	"6375.5"	"5411.7"	"3388.3"	"1959.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5498651146880750489"	"False"	"High"	"IsMasterProtein"	"PF3D7_0730900.1-p1"	"transcript=PF3D7_0730900.1 | gene=PF3D7_0730900 | organism=Plasmodium_falciparum_3D7 | gene_product=EMP1-trafficking protein | transcript_product=EMP1-trafficking protein | location=Pf3D7_07_v3:1325375-1331813(+) | protein_length=2110 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"190.740"	"48"	"53"	"73"	"53"	"2110"	"244.0"	"6.95"	"206.33"	"53"	"0"	"1.162"	"1.022"	"1.016"	"0.866"	"0.855"	"0.650"	"0.506"	"0.299"	"0.315"	"9256.3"	"10757.3"	"9461.1"	"9403.7"	"8019.4"	"7912.1"	"6019.9"	"4682.6"	"2772.0"	"2916.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"166.974"	"49"	"16"	"53"	"16"	"369"	"40.1"	"8.12"	"193.15"	"16"	"0"	"1.144"	"1.061"	"1.244"	"1.079"	"1.099"	"0.961"	"0.676"	"0.127"	"0.076"	"11140.0"	"12743.2"	"11823.7"	"13855.8"	"12023.6"	"12239.6"	"10703.9"	"7536.2"	"1409.9"	"846.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"153.667"	"44"	"20"	"72"	"19"	"511"	"55.6"	"7.55"	"206.40"	"20"	"1"	"1.164"	"1.079"	"1.190"	"0.986"	"0.951"	"0.556"	"0.217"	"0.117"	"0.047"	"12435.7"	"14479.6"	"13412.7"	"14801.2"	"12257.8"	"11823.3"	"6917.4"	"2693.2"	"1451.4"	"587.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"144.766"	"33"	"26"	"54"	"22"	"745"	"86.1"	"5.01"	"179.95"	"26"	"5"	"1.052"	"0.224"	"0.122"	"0.064"	"0.111"	"0.079"	"0.060"	"0.033"	"0.017"	"30838.3"	"32454.1"	"6909.5"	"3757.9"	"1987.0"	"3408.4"	"2435.2"	"1858.8"	"1002.6"	"512.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"143.696"	"56"	"19"	"54"	"19"	"416"	"45.4"	"7.83"	"170.82"	"19"	"0"	"1.117"	"0.988"	"0.820"	"0.120"	"0.143"	"0.096"	"0.090"	"0.070"	"0.044"	"14635.9"	"16341.4"	"14465.3"	"11997.7"	"1762.7"	"2098.2"	"1399.5"	"1316.6"	"1022.4"	"638.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"142.422"	"34"	"27"	"69"	"25"	"832"	"93.5"	"6.80"	"204.16"	"27"	"3"	"1.161"	"1.048"	"1.135"	"0.887"	"0.457"	"0.164"	"0.143"	"0.104"	"0.055"	"13329.3"	"15472.2"	"13963.4"	"15126.2"	"11821.6"	"6096.6"	"2190.2"	"1907.5"	"1384.3"	"727.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3611079397800357936"	"False"	"High"	"IsMasterProtein"	"PF3D7_0608800.1-p1"	"transcript=PF3D7_0608800.1 | gene=PF3D7_0608800 | organism=Plasmodium_falciparum_3D7 | gene_product=ornithine aminotransferase | transcript_product=ornithine aminotransferase | location=Pf3D7_06_v3:362635-363879(+) | protein_length=414 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"141.172"	"52"	"20"	"53"	"20"	"414"	"46.0"	"6.89"	"184.51"	"20"	"0"	"1.177"	"0.996"	"0.936"	"0.172"	"0.134"	"0.067"	"0.059"	"0.038"	"0.021"	"29258.7"	"34425.8"	"29145.0"	"27372.4"	"5030.9"	"3908.0"	"1969.8"	"1735.3"	"1113.0"	"616.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
