"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"162.328"	"54"	"22"	"55"	"19"	"446"	"48.6"	"6.60"	"196.00"	"22"	"3"	"0.986"	"1.009"	"1.077"	"1.014"	"0.963"	"0.683"	"0.304"	"0.133"	"0.063"	"13558.8"	"13371.6"	"13675.7"	"14597.7"	"13753.4"	"13055.7"	"9267.0"	"4121.5"	"1806.2"	"858.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"158.973"	"74"	"20"	"79"	"19"	"337"	"36.6"	"7.69"	"235.75"	"20"	"0"	"0.977"	"1.024"	"1.056"	"0.981"	"0.932"	"0.414"	"0.252"	"0.166"	"0.082"	"11203.1"	"10945.4"	"11469.9"	"11826.1"	"10987.1"	"10439.8"	"4643.1"	"2822.6"	"1865.2"	"916.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"157.249"	"51"	"16"	"40"	"16"	"369"	"40.1"	"8.12"	"159.24"	"16"	"0"	"0.976"	"0.983"	"1.053"	"0.981"	"0.987"	"0.974"	"0.835"	"0.097"	"0.083"	"10367.8"	"10121.8"	"10189.9"	"10913.6"	"10167.5"	"10230.9"	"10095.8"	"8653.3"	"1005.4"	"863.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"124.926"	"40"	"25"	"47"	"21"	"677"	"73.9"	"5.67"	"150.30"	"25"	"2"	"0.957"	"0.870"	"0.802"	"0.534"	"0.321"	"0.143"	"0.160"	"0.112"	"0.076"	"9754.2"	"9331.3"	"8483.4"	"7820.8"	"5206.4"	"3131.5"	"1398.1"	"1561.3"	"1090.1"	"744.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"118.655"	"42"	"19"	"44"	"18"	"511"	"55.6"	"7.55"	"131.62"	"19"	"1"	"1.003"	"1.015"	"1.059"	"0.959"	"0.855"	"0.665"	"0.310"	"0.167"	"0.077"	"7268.9"	"7293.0"	"7377.2"	"7695.1"	"6967.5"	"6212.6"	"4832.1"	"2250.4"	"1214.7"	"556.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"107.545"	"37"	"21"	"34"	"21"	"604"	"69.1"	"7.40"	"120.53"	"21"	"0"	"0.998"	"0.992"	"1.083"	"1.009"	"0.982"	"0.889"	"0.915"	"0.765"	"0.586"	"6490.2"	"6479.8"	"6441.3"	"7031.6"	"6550.4"	"6374.4"	"5769.8"	"5940.3"	"4967.2"	"3805.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3734643807253846802"	"False"	"High"	"IsMasterProtein"	"PF3D7_1357000.1-p1"	"transcript=PF3D7_1357000.1 | gene=PF3D7_1357000 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 1-alpha | transcript_product=elongation factor 1-alpha | location=Pf3D7_13_v3:2265817-2267148(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"103.461"	"52"	"24"	"47"	"24"	"443"	"48.9"	"9.06"	"140.59"	"24"	"0"	"1.062"	"0.998"	"0.807"	"0.374"	"0.130"	"0.095"	"0.097"	"0.067"	"0.045"	"16686.2"	"17725.1"	"16646.0"	"13463.2"	"6241.2"	"2169.9"	"1586.6"	"1623.8"	"1110.2"	"743.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"94.018"	"47"	"17"	"35"	"17"	"416"	"45.4"	"7.83"	"111.45"	"17"	"0"	"0.995"	"0.963"	"0.781"	"0.163"	"0.149"	"0.123"	"0.130"	"0.108"	"0.085"	"11324.3"	"11271.5"	"10907.1"	"8841.0"	"1849.0"	"1690.7"	"1398.2"	"1477.6"	"1228.0"	"964.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2593620388943548775"	"False"	"High"	"IsMasterProtein"	"PF3D7_0905400.1-p1"	"transcript=PF3D7_0905400.1 | gene=PF3D7_0905400 | organism=Plasmodium_falciparum_3D7 | gene_product=high molecular weight rhoptry protein 3 | transcript_product=high molecular weight rhoptry protein 3 | location=Pf3D7_09_v3:270740-274789(-) | protein_length=897 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"93.918"	"28"	"19"	"26"	"19"	"897"	"104.8"	"6.67"	"87.10"	"19"	"0"	"1.023"	"1.055"	"1.028"	"0.684"	"0.302"	"0.275"	"0.281"	"0.196"	"0.118"	"4903.7"	"5014.4"	"5171.7"	"5038.9"	"3354.4"	"1478.6"	"1347.5"	"1377.0"	"959.6"	"578.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"88.163"	"32"	"26"	"42"	"23"	"832"	"93.5"	"6.80"	"112.75"	"26"	"5"	"0.993"	"1.002"	"1.027"	"0.824"	"0.414"	"0.206"	"0.224"	"0.152"	"0.090"	"7896.3"	"7841.3"	"7913.2"	"8109.3"	"6509.3"	"3267.9"	"1624.6"	"1768.1"	"1198.7"	"714.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
