"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4777132236614452456"	"False"	"High"	"IsMasterProtein"	"PF3D7_0207600.1-p1"	"transcript=PF3D7_0207600.1 | gene=PF3D7_0207600 | organism=Plasmodium_falciparum_3D7 | gene_product=serine repeat antigen 5 | transcript_product=serine repeat antigen 5 | location=Pf3D7_02_v3:303593-307027(-) | protein_length=997 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"317.867"	"52"	"44"	"143"	"41"	"997"	"111.7"	"5.41"	"484.68"	"44"	"3"	"0.929"	"0.798"	"0.891"	"0.785"	"0.525"	"0.292"	"0.155"	"0.114"	"0.062"	"38930.4"	"36184.5"	"31069.9"	"34678.4"	"30568.8"	"20451.9"	"11370.4"	"6035.1"	"4442.9"	"2404.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"272.231"	"57"	"23"	"124"	"21"	"446"	"48.6"	"6.60"	"403.54"	"23"	"2"	"0.939"	"0.822"	"0.914"	"0.825"	"0.781"	"0.956"	"0.392"	"0.124"	"0.052"	"28666.5"	"26905.5"	"23562.0"	"26187.0"	"23661.1"	"22382.3"	"27402.0"	"11227.6"	"3542.1"	"1485.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"228.481"	"86"	"23"	"132"	"22"	"337"	"36.6"	"7.69"	"430.30"	"23"	"2"	"0.916"	"0.840"	"0.912"	"0.830"	"0.726"	"0.874"	"0.184"	"0.103"	"0.039"	"29570.1"	"27098.5"	"24848.5"	"26957.9"	"24543.4"	"21458.5"	"25840.7"	"5452.6"	"3033.9"	"1159.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2772378688330047499"	"False"	"High"	"IsMasterProtein"	"PF3D7_1228600.1-p1"	"transcript=PF3D7_1228600.1 | gene=PF3D7_1228600 | organism=Plasmodium_falciparum_3D7 | gene_product=merozoite surface protein 9 | transcript_product=merozoite surface protein 9 | location=Pf3D7_12_v3:1160729-1162960(-) | protein_length=743 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"223.703"	"50"	"32"	"105"	"32"	"743"	"86.6"	"4.86"	"320.99"	"32"	"0"	"0.976"	"0.724"	"0.781"	"0.534"	"0.360"	"0.290"	"0.249"	"0.217"	"0.182"	"24132.6"	"23554.5"	"17473.5"	"18857.3"	"12891.9"	"8693.8"	"7001.1"	"6000.6"	"5227.2"	"4390.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8125305078391365032"	"False"	"High"	"IsMasterProtein"	"PF3D7_1035200.1-p1"	"transcript=PF3D7_1035200.1 | gene=PF3D7_1035200 | organism=Plasmodium_falciparum_3D7 | gene_product=S-antigen | transcript_product=S-antigen | location=Pf3D7_10_v3:1394839-1396596(+) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"219.652"	"93"	"17"	"120"	"17"	"585"	"62.9"	"4.40"	"416.58"	"17"	"0"	"0.969"	"0.742"	"0.908"	"0.776"	"0.778"	"1.015"	"0.831"	"0.883"	"0.903"	"15462.0"	"14984.2"	"11473.7"	"14036.1"	"11991.9"	"12037.0"	"15701.6"	"12847.8"	"13646.0"	"13954.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"219.101"	"52"	"22"	"102"	"21"	"511"	"55.6"	"7.55"	"294.91"	"22"	"1"	"0.861"	"0.837"	"0.865"	"0.806"	"0.728"	"0.886"	"0.339"	"0.174"	"0.066"	"19484.5"	"16771.9"	"16309.9"	"16851.4"	"15696.7"	"14175.3"	"17269.4"	"6596.0"	"3382.9"	"1285.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"209.230"	"44"	"28"	"100"	"20"	"677"	"73.9"	"5.67"	"307.92"	"28"	"12"	"0.917"	"0.714"	"0.735"	"0.288"	"0.130"	"0.122"	"0.094"	"0.071"	"0.043"	"34668.1"	"31786.5"	"24741.2"	"25492.7"	"9977.3"	"4489.7"	"4244.8"	"3258.3"	"2478.5"	"1485.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"203.357"	"56"	"17"	"68"	"17"	"369"	"40.1"	"8.12"	"263.62"	"17"	"0"	"0.900"	"0.869"	"0.917"	"0.879"	"0.824"	"1.103"	"0.784"	"0.120"	"0.063"	"19517.5"	"17566.4"	"16970.1"	"17899.8"	"17160.8"	"16074.4"	"21529.0"	"15307.9"	"2342.0"	"1234.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"167.255"	"36"	"28"	"74"	"26"	"832"	"93.5"	"6.80"	"224.16"	"28"	"2"	"0.931"	"0.850"	"0.894"	"0.661"	"0.236"	"0.148"	"0.102"	"0.080"	"0.036"	"20637.8"	"19205.3"	"17551.6"	"18448.1"	"13632.6"	"4877.7"	"3058.9"	"2105.6"	"1646.3"	"751.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-755199995939546143"	"False"	"High"	"IsMasterProtein"	"PF3D7_0619400.1-p1"	"transcript=PF3D7_0619400.1 | gene=PF3D7_0619400 | organism=Plasmodium_falciparum_3D7 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | protein_length=828 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"160.587"	"35"	"28"	"70"	"26"	"828"	"92.3"	"5.08"	"223.26"	"28"	"0"	"0.884"	"0.766"	"0.848"	"0.779"	"0.629"	"0.391"	"0.203"	"0.173"	"0.095"	"12188.7"	"10771.4"	"9335.9"	"10339.8"	"9492.2"	"7670.9"	"4771.2"	"2480.2"	"2111.4"	"1155.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
