"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"196.410"	"52"	"22"	"63"	"19"	"446"	"48.6"	"6.60"	"231.16"	"22"	"3"	"1.175"	"1.221"	"1.220"	"1.281"	"1.309"	"0.924"	"0.343"	"0.186"	"0.081"	"12430.1"	"14605.1"	"15177.1"	"15158.6"	"15923.9"	"16277.1"	"11487.5"	"4262.5"	"2315.1"	"1005.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"168.049"	"79"	"21"	"79"	"20"	"337"	"36.6"	"7.69"	"244.56"	"21"	"0"	"1.168"	"1.208"	"1.317"	"1.256"	"1.300"	"0.731"	"0.227"	"0.185"	"0.084"	"11837.0"	"13826.0"	"14296.5"	"15588.3"	"14864.8"	"15388.3"	"8653.7"	"2691.1"	"2190.1"	"989.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"158.622"	"42"	"27"	"55"	"19"	"677"	"73.9"	"5.67"	"167.92"	"27"	"9"	"1.094"	"0.995"	"1.035"	"0.641"	"0.379"	"0.138"	"0.162"	"0.141"	"0.083"	"14515.1"	"15886.6"	"14440.8"	"15020.3"	"9307.6"	"5506.9"	"2002.7"	"2344.7"	"2050.3"	"1208.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"152.440"	"45"	"20"	"52"	"19"	"511"	"55.6"	"7.55"	"162.06"	"20"	"1"	"1.166"	"1.235"	"1.344"	"1.192"	"1.216"	"0.849"	"0.430"	"0.398"	"0.114"	"8213.2"	"9575.0"	"10140.2"	"11034.8"	"9786.2"	"9983.6"	"6974.8"	"3528.0"	"3266.3"	"932.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"146.489"	"43"	"14"	"40"	"14"	"369"	"40.1"	"8.12"	"155.85"	"14"	"0"	"1.123"	"1.167"	"1.265"	"1.213"	"1.295"	"1.092"	"1.084"	"0.158"	"0.116"	"8875.0"	"9970.2"	"10354.7"	"11228.8"	"10761.3"	"11489.2"	"9687.8"	"9624.2"	"1401.8"	"1028.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"109.867"	"54"	"19"	"40"	"19"	"416"	"45.4"	"7.83"	"122.78"	"19"	"0"	"1.165"	"1.190"	"0.987"	"0.223"	"0.214"	"0.173"	"0.198"	"0.183"	"0.112"	"11933.2"	"13906.2"	"14202.1"	"11775.1"	"2661.4"	"2550.9"	"2066.9"	"2362.1"	"2182.3"	"1331.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"104.669"	"33"	"20"	"33"	"20"	"604"	"69.1"	"7.40"	"110.62"	"20"	"0"	"1.159"	"1.206"	"1.235"	"1.249"	"1.328"	"1.053"	"1.119"	"0.878"	"0.763"	"5229.6"	"6061.5"	"6307.2"	"6460.1"	"6533.1"	"6942.3"	"5506.9"	"5851.4"	"4591.2"	"3990.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"104.130"	"29"	"22"	"46"	"20"	"832"	"93.5"	"6.80"	"128.05"	"22"	"2"	"1.191"	"1.194"	"1.277"	"1.044"	"0.486"	"0.210"	"0.242"	"0.277"	"0.120"	"7528.9"	"8966.6"	"8987.1"	"9613.7"	"7861.1"	"3658.2"	"1583.7"	"1823.5"	"2084.3"	"904.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2593620388943548775"	"False"	"High"	"IsMasterProtein"	"PF3D7_0905400.1-p1"	"transcript=PF3D7_0905400.1 | gene=PF3D7_0905400 | organism=Plasmodium_falciparum_3D7 | gene_product=high molecular weight rhoptry protein 3 | transcript_product=high molecular weight rhoptry protein 3 | location=Pf3D7_09_v3:270740-274789(-) | protein_length=897 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"99.260"	"25"	"19"	"27"	"19"	"897"	"104.8"	"6.67"	"94.92"	"19"	"0"	"1.363"	"1.368"	"1.360"	"0.918"	"0.274"	"0.208"	"0.228"	"0.190"	"0.118"	"5841.0"	"7963.2"	"7989.9"	"7945.7"	"5363.9"	"1597.9"	"1214.9"	"1332.8"	"1108.7"	"689.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3734643807253846802"	"False"	"High"	"IsMasterProtein"	"PF3D7_1357000.1-p1"	"transcript=PF3D7_1357000.1 | gene=PF3D7_1357000 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 1-alpha | transcript_product=elongation factor 1-alpha | location=Pf3D7_13_v3:2265817-2267148(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"94.880"	"49"	"24"	"46"	"22"	"443"	"48.9"	"9.06"	"139.28"	"24"	"2"	"1.383"	"1.238"	"1.283"	"0.531"	"0.192"	"0.127"	"0.146"	"0.178"	"0.073"	"12463.1"	"17237.6"	"15428.4"	"15990.0"	"6614.6"	"2393.6"	"1586.4"	"1825.2"	"2219.8"	"904.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
