"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"195.105"	"51"	"22"	"67"	"19"	"446"	"48.6"	"6.60"	"232.23"	"22"	"3"	"1.083"	"0.961"	"1.052"	"0.963"	"1.030"	"0.665"	"0.315"	"0.180"	"0.064"	"18504.1"	"20035.8"	"17791.6"	"19468.1"	"17814.5"	"19064.6"	"12314.0"	"5829.0"	"3339.3"	"1193.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"193.989"	"79"	"21"	"84"	"20"	"337"	"36.6"	"7.69"	"298.51"	"21"	"0"	"1.079"	"0.980"	"1.068"	"0.959"	"0.946"	"0.213"	"0.135"	"0.083"	"0.050"	"14748.3"	"15908.8"	"14455.2"	"15755.6"	"14142.9"	"13948.9"	"3147.1"	"1990.6"	"1222.2"	"733.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"181.300"	"45"	"29"	"73"	"21"	"677"	"73.9"	"5.67"	"227.58"	"29"	"8"	"1.017"	"0.773"	"0.767"	"0.499"	"0.274"	"0.154"	"0.138"	"0.097"	"0.066"	"19773.9"	"20118.7"	"15290.7"	"15169.4"	"9874.7"	"5416.7"	"3054.9"	"2731.2"	"1916.7"	"1312.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"160.684"	"49"	"16"	"54"	"16"	"369"	"40.1"	"8.12"	"202.69"	"16"	"0"	"1.054"	"0.968"	"1.024"	"0.931"	"1.007"	"1.039"	"0.784"	"0.125"	"0.083"	"10636.3"	"11211.3"	"10301.2"	"10896.0"	"9905.8"	"10713.7"	"11047.9"	"8335.4"	"1325.3"	"885.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"146.632"	"44"	"20"	"53"	"19"	"511"	"55.6"	"7.55"	"160.72"	"20"	"1"	"1.032"	"0.926"	"0.984"	"0.863"	"0.830"	"0.688"	"0.264"	"0.138"	"0.071"	"10730.7"	"11079.0"	"9931.3"	"10559.4"	"9259.8"	"8904.9"	"7387.9"	"2831.8"	"1477.1"	"760.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3734643807253846802"	"False"	"High"	"IsMasterProtein"	"PF3D7_1357000.1-p1"	"transcript=PF3D7_1357000.1 | gene=PF3D7_1357000 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 1-alpha | transcript_product=elongation factor 1-alpha | location=Pf3D7_13_v3:2265817-2267148(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"128.038"	"63"	"27"	"55"	"27"	"443"	"48.9"	"9.06"	"168.57"	"27"	"0"	"1.059"	"0.774"	"0.738"	"0.324"	"0.112"	"0.090"	"0.075"	"0.053"	"0.034"	"18319.4"	"19397.4"	"14187.6"	"13516.2"	"5932.4"	"2057.1"	"1645.3"	"1376.8"	"972.7"	"625.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"127.391"	"43"	"26"	"39"	"26"	"604"	"69.1"	"7.40"	"138.63"	"26"	"0"	"1.096"	"0.961"	"1.045"	"0.943"	"1.033"	"0.935"	"0.814"	"0.715"	"0.509"	"7624.1"	"8359.0"	"7326.2"	"7967.0"	"7190.3"	"7878.2"	"7125.6"	"6205.4"	"5453.6"	"3879.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"123.360"	"30"	"23"	"51"	"21"	"832"	"93.5"	"6.80"	"146.97"	"23"	"4"	"1.084"	"0.946"	"0.974"	"0.769"	"0.295"	"0.129"	"0.107"	"0.081"	"0.049"	"11149.7"	"12087.5"	"10549.2"	"10854.4"	"8573.6"	"3285.2"	"1436.5"	"1197.5"	"899.6"	"544.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"122.212"	"50"	"18"	"46"	"18"	"416"	"45.4"	"7.83"	"139.15"	"18"	"0"	"1.096"	"0.930"	"0.781"	"0.103"	"0.098"	"0.078"	"0.072"	"0.053"	"0.030"	"12558.9"	"13764.5"	"11678.5"	"9807.0"	"1288.1"	"1235.7"	"984.7"	"898.4"	"661.0"	"371.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"115.575"	"29"	"22"	"43"	"19"	"745"	"86.1"	"5.01"	"137.65"	"22"	"3"	"0.871"	"0.255"	"0.121"	"0.062"	"0.062"	"0.064"	"0.047"	"0.029"	"0.018"	"24776.0"	"21573.0"	"6308.1"	"2989.3"	"1537.1"	"1526.1"	"1588.9"	"1173.6"	"713.4"	"442.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
