"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"8762874871911660175"	"False"	"High"	"IsMasterProtein"	"PF3D7_1149000.1-p1"	"transcript=PF3D7_1149000.1 | gene=PF3D7_1149000 | organism=Plasmodium_falciparum_3D7 | gene_product=antigen 332, DBL-like protein | transcript_product=antigen 332, DBL-like protein | location=Pf3D7_11_v3:1950210-1968726(+) | protein_length=6093 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"539.509"	"24"	"106"	"135"	"106"	"6093"	"688.9"	"3.89"	"536.46"	"106"	"0"	"1.045"	"1.291"	"0.842"	"1.184"	"0.772"	"0.523"	"0.439"	"0.368"	"0.156"	"32407.5"	"33858.1"	"41841.3"	"27273.4"	"38381.1"	"25030.4"	"16933.5"	"14222.0"	"11920.9"	"5061.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"469.163"	"71"	"29"	"356"	"25"	"446"	"48.6"	"6.60"	"1278.90"	"29"	"3"	"1.089"	"1.268"	"0.919"	"1.166"	"0.938"	"1.107"	"0.421"	"0.272"	"0.168"	"82927.9"	"90273.4"	"105180.7"	"76199.4"	"96728.7"	"77774.6"	"91839.4"	"34937.4"	"22558.7"	"13895.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3783908223942957305"	"False"	"High"	"IsMasterProtein"	"PF3D7_1311800.1-p1"	"transcript=PF3D7_1311800.1 | gene=PF3D7_1311800 | organism=Plasmodium_falciparum_3D7 | gene_product=M1-family alanyl aminopeptidase | transcript_product=M1-family alanyl aminopeptidase | location=Pf3D7_13_v3:501790-505047(+) | protein_length=1085 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"419.323"	"52"	"54"	"196"	"54"	"1085"	"126.0"	"7.56"	"656.21"	"54"	"0"	"1.114"	"1.281"	"0.905"	"1.054"	"0.614"	"0.336"	"0.216"	"0.183"	"0.109"	"55443.3"	"61764.9"	"71046.5"	"50148.7"	"58424.5"	"34034.6"	"18603.2"	"11982.3"	"10149.6"	"6059.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5498651146880750489"	"False"	"High"	"IsMasterProtein"	"PF3D7_0730900.1-p1"	"transcript=PF3D7_0730900.1 | gene=PF3D7_0730900 | organism=Plasmodium_falciparum_3D7 | gene_product=EMP1-trafficking protein | transcript_product=EMP1-trafficking protein | location=Pf3D7_07_v3:1325375-1331813(+) | protein_length=2110 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"379.677"	"53"	"61"	"201"	"61"	"2110"	"244.0"	"6.95"	"607.60"	"61"	"0"	"1.094"	"1.278"	"0.834"	"0.915"	"0.679"	"0.884"	"0.890"	"0.856"	"0.532"	"40841.3"	"44688.7"	"52182.2"	"34053.5"	"37369.9"	"27725.9"	"36090.8"	"36330.1"	"34978.7"	"21721.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"352.960"	"50"	"38"	"190"	"33"	"745"	"86.1"	"5.01"	"634.57"	"38"	"8"	"1.075"	"0.807"	"0.138"	"0.123"	"0.085"	"0.107"	"0.085"	"0.070"	"0.040"	"106458.6"	"114405.3"	"85925.8"	"14677.7"	"13063.4"	"9099.8"	"11368.2"	"9062.2"	"7425.3"	"4278.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"352.714"	"79"	"22"	"336"	"21"	"337"	"36.6"	"7.69"	"1182.45"	"22"	"2"	"1.116"	"1.295"	"0.940"	"1.208"	"0.935"	"0.882"	"0.330"	"0.290"	"0.182"	"77387.5"	"86360.2"	"100241.8"	"72764.9"	"93510.8"	"72388.7"	"68264.7"	"25574.1"	"22478.0"	"14115.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"332.176"	"62"	"27"	"179"	"26"	"511"	"55.6"	"7.55"	"612.32"	"27"	"0"	"1.078"	"1.256"	"0.869"	"1.106"	"0.854"	"0.921"	"0.399"	"0.247"	"0.123"	"47026.7"	"50682.8"	"59070.9"	"40875.7"	"52007.3"	"40168.5"	"43305.8"	"18771.9"	"11609.8"	"5762.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"309.401"	"47"	"31"	"256"	"22"	"677"	"73.9"	"5.67"	"836.80"	"31"	"17"	"1.041"	"1.018"	"0.526"	"0.584"	"0.297"	"0.282"	"0.224"	"0.184"	"0.111"	"74841.3"	"77920.8"	"76172.9"	"39367.9"	"43691.9"	"22237.8"	"21142.0"	"16792.3"	"13777.2"	"8343.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7163985271681713089"	"False"	"High"	"IsMasterProtein"	"PF3D7_1134000.1-p1"	"transcript=PF3D7_1134000.1 | gene=PF3D7_1134000 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_11_v3:1320114-1322105(+) | protein_length=663 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"305.031"	"53"	"31"	"95"	"30"	"663"	"73.3"	"6.84"	"377.90"	"31"	"2"	"1.045"	"1.121"	"0.612"	"0.347"	"0.111"	"0.126"	"0.107"	"0.103"	"0.066"	"36518.4"	"38161.3"	"40943.7"	"22337.1"	"12665.0"	"4050.9"	"4602.3"	"3897.1"	"3771.0"	"2416.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"300.668"	"76"	"27"	"143"	"27"	"416"	"45.4"	"7.83"	"521.81"	"27"	"0"	"1.100"	"1.182"	"0.564"	"0.157"	"0.105"	"0.100"	"0.088"	"0.082"	"0.045"	"70082.6"	"77098.0"	"82808.9"	"39559.8"	"11033.1"	"7354.4"	"7033.0"	"6190.8"	"5716.1"	"3133.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
