"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"249.666"	"56"	"23"	"132"	"22"	"446"	"48.6"	"6.60"	"452.31"	"23"	"1"	"0.875"	"0.645"	"0.677"	"0.623"	"0.527"	"0.440"	"0.152"	"0.074"	"0.036"	"44052.2"	"38535.7"	"28413.3"	"29826.9"	"27434.1"	"23213.3"	"19367.8"	"6701.0"	"3238.7"	"1578.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"218.749"	"46"	"29"	"125"	"20"	"677"	"73.9"	"5.67"	"397.61"	"29"	"16"	"0.869"	"0.606"	"0.549"	"0.359"	"0.196"	"0.166"	"0.132"	"0.118"	"0.074"	"42300.0"	"36770.1"	"25624.1"	"23205.1"	"15165.2"	"8298.5"	"7004.2"	"5595.0"	"5006.1"	"3114.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"190.404"	"41"	"30"	"81"	"27"	"745"	"86.1"	"5.01"	"256.41"	"30"	"6"	"1.070"	"0.535"	"0.191"	"0.090"	"0.066"	"0.074"	"0.049"	"0.050"	"0.024"	"40620.5"	"43470.5"	"21733.6"	"7771.0"	"3647.2"	"2698.1"	"3006.7"	"2005.9"	"2028.9"	"988.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3783908223942957305"	"False"	"High"	"IsMasterProtein"	"PF3D7_1311800.1-p1"	"transcript=PF3D7_1311800.1 | gene=PF3D7_1311800 | organism=Plasmodium_falciparum_3D7 | gene_product=M1-family alanyl aminopeptidase | transcript_product=M1-family alanyl aminopeptidase | location=Pf3D7_13_v3:501790-505047(+) | protein_length=1085 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"186.419"	"40"	"40"	"96"	"40"	"1085"	"126.0"	"7.56"	"283.47"	"40"	"0"	"0.870"	"0.660"	"0.684"	"0.573"	"0.286"	"0.107"	"0.076"	"0.067"	"0.039"	"29495.2"	"25670.2"	"19460.2"	"20183.6"	"16900.0"	"8432.0"	"3161.2"	"2245.4"	"1977.0"	"1149.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"175.494"	"67"	"23"	"70"	"23"	"416"	"45.4"	"7.83"	"238.25"	"23"	"0"	"0.863"	"0.573"	"0.424"	"0.081"	"0.057"	"0.047"	"0.039"	"0.040"	"0.020"	"32855.8"	"28357.9"	"18832.2"	"13916.2"	"2676.4"	"1884.0"	"1553.5"	"1295.8"	"1299.2"	"653.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"171.583"	"52"	"23"	"84"	"22"	"511"	"55.6"	"7.55"	"238.92"	"23"	"1"	"0.897"	"0.665"	"0.685"	"0.613"	"0.447"	"0.295"	"0.129"	"0.091"	"0.038"	"21819.2"	"19571.2"	"14502.2"	"14937.6"	"13384.9"	"9759.2"	"6441.7"	"2810.3"	"1995.1"	"837.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7408848893092257313"	"False"	"High"	"IsMasterProtein"	"PF3D7_1108600.1-p1"	"transcript=PF3D7_1108600.1 | gene=PF3D7_1108600 | organism=Plasmodium_falciparum_3D7 | gene_product=endoplasmic reticulum-resident calcium binding protein | transcript_product=endoplasmic reticulum-resident calcium binding protein | location=Pf3D7_11_v3:369675-370706(-) | protein_length=343 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"169.844"	"66"	"22"	"57"	"22"	"343"	"39.4"	"4.67"	"194.75"	"22"	"0"	"0.876"	"0.661"	"0.668"	"0.611"	"0.518"	"0.562"	"0.508"	"0.725"	"0.917"	"21279.3"	"18630.3"	"14058.0"	"14217.9"	"13000.9"	"11019.8"	"11952.7"	"10805.6"	"15428.7"	"19511.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"167.398"	"71"	"19"	"99"	"18"	"337"	"36.6"	"7.69"	"329.71"	"19"	"2"	"0.941"	"0.686"	"0.684"	"0.620"	"0.479"	"0.223"	"0.086"	"0.065"	"0.028"	"31878.5"	"29995.0"	"21882.1"	"21803.4"	"19780.2"	"15267.0"	"7095.6"	"2741.0"	"2070.4"	"900.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5298998008602675123"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708800.1-p1"	"transcript=PF3D7_0708800.1 | gene=PF3D7_0708800 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 110 | transcript_product=heat shock protein 110 | location=Pf3D7_07_v3:395711-398332(+) | protein_length=873 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"164.646"	"41"	"34"	"76"	"34"	"873"	"99.9"	"5.69"	"227.06"	"34"	"0"	"0.871"	"0.590"	"0.522"	"0.158"	"0.101"	"0.093"	"0.080"	"0.071"	"0.045"	"19911.9"	"17348.1"	"11740.4"	"10394.8"	"3136.9"	"2010.6"	"1849.6"	"1595.7"	"1420.9"	"895.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"164.426"	"51"	"17"	"68"	"17"	"369"	"40.1"	"8.12"	"257.82"	"17"	"0"	"0.854"	"0.664"	"0.708"	"0.649"	"0.526"	"0.526"	"0.312"	"0.088"	"0.052"	"21726.8"	"18560.9"	"14436.1"	"15389.2"	"14091.7"	"11423.2"	"11420.4"	"6784.9"	"1915.1"	"1137.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
