"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"254.533"	"59"	"24"	"114"	"21"	"446"	"48.6"	"6.60"	"371.50"	"24"	"3"	"1.258"	"1.330"	"1.504"	"1.046"	"1.345"	"0.857"	"0.443"	"0.326"	"0.139"	"17714.6"	"22292.6"	"23559.2"	"26649.5"	"18535.1"	"23832.4"	"15179.5"	"7851.3"	"5783.0"	"2464.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"197.254"	"71"	"20"	"125"	"19"	"337"	"36.6"	"7.69"	"417.11"	"20"	"0"	"1.283"	"1.342"	"1.520"	"0.905"	"1.366"	"0.497"	"0.326"	"0.270"	"0.128"	"16613.3"	"21322.1"	"22295.3"	"25244.1"	"15033.3"	"22686.9"	"8252.2"	"5419.2"	"4493.6"	"2122.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"166.899"	"43"	"14"	"56"	"14"	"369"	"40.1"	"8.12"	"210.97"	"14"	"0"	"1.300"	"1.311"	"1.512"	"1.038"	"1.345"	"1.215"	"1.067"	"0.318"	"0.154"	"9087.5"	"11816.0"	"11916.0"	"13742.8"	"9436.2"	"12225.3"	"11036.8"	"9696.0"	"2889.2"	"1399.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"145.536"	"43"	"27"	"67"	"19"	"677"	"73.9"	"5.67"	"216.93"	"27"	"10"	"1.135"	"0.966"	"0.803"	"0.249"	"0.360"	"0.179"	"0.181"	"0.156"	"0.092"	"15978.5"	"18136.9"	"15429.8"	"12836.6"	"3976.8"	"5746.5"	"2868.0"	"2890.1"	"2489.0"	"1462.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"127.025"	"45"	"20"	"56"	"20"	"511"	"55.6"	"7.55"	"172.45"	"20"	"0"	"1.259"	"1.309"	"1.402"	"0.907"	"1.131"	"0.885"	"0.457"	"0.320"	"0.116"	"9038.7"	"11377.6"	"11833.4"	"12670.8"	"8199.7"	"10221.7"	"7999.5"	"4134.3"	"2895.0"	"1049.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8801906053145531818"	"False"	"High"	"IsMasterProtein"	"PF3D7_1016300.1-p1"	"transcript=PF3D7_1016300.1 | gene=PF3D7_1016300 | organism=Plasmodium_falciparum_3D7 | gene_product=GBP130 protein | transcript_product=GBP130 protein | location=Pf3D7_10_v3:650898-653567(-) | protein_length=824 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"125.685"	"71"	"20"	"57"	"20"	"824"	"95.8"	"5.14"	"175.10"	"20"	"0"	"1.211"	"1.221"	"1.282"	"0.773"	"0.959"	"0.878"	"0.839"	"0.362"	"0.181"	"6453.1"	"7815.2"	"7881.4"	"8270.7"	"4986.5"	"6187.8"	"5665.8"	"5415.4"	"2338.1"	"1166.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"124.524"	"57"	"20"	"46"	"20"	"416"	"45.4"	"7.83"	"152.05"	"20"	"0"	"1.283"	"1.090"	"0.279"	"0.135"	"0.124"	"0.109"	"0.113"	"0.095"	"0.044"	"16090.5"	"20650.5"	"17543.1"	"4484.8"	"2176.1"	"2002.1"	"1758.8"	"1821.5"	"1531.8"	"703.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"123.043"	"31"	"24"	"50"	"22"	"832"	"93.5"	"6.80"	"145.86"	"24"	"3"	"1.289"	"1.261"	"1.243"	"0.561"	"0.506"	"0.208"	"0.220"	"0.187"	"0.101"	"9576.8"	"12345.6"	"12078.6"	"11903.1"	"5372.0"	"4845.6"	"1989.3"	"2105.5"	"1794.7"	"964.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"110.376"	"33"	"19"	"42"	"19"	"604"	"69.1"	"7.40"	"145.27"	"19"	"0"	"1.313"	"1.367"	"1.563"	"1.059"	"1.443"	"1.157"	"1.173"	"1.178"	"0.912"	"5393.9"	"7084.4"	"7375.7"	"8428.8"	"5713.1"	"7785.0"	"6241.3"	"6329.1"	"6352.2"	"4917.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"104.292"	"33"	"23"	"32"	"19"	"745"	"86.1"	"5.01"	"110.33"	"23"	"5"	"0.644"	"0.189"	"0.147"	"0.075"	"0.092"	"0.087"	"0.082"	"0.066"	"0.031"	"16808.8"	"10831.6"	"3174.5"	"2464.5"	"1266.2"	"1550.6"	"1457.3"	"1373.8"	"1113.0"	"519.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
