"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-4928612786058993434"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015900.1-p1"	"transcript=PF3D7_1015900.1 | gene=PF3D7_1015900 | organism=Plasmodium_falciparum_3D7 | gene_product=enolase | transcript_product=enolase | location=Pf3D7_10_v3:637138-639011(+) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"251.966"	"59"	"24"	"127"	"21"	"446"	"48.6"	"6.60"	"417.65"	"24"	"3"	"1.179"	"1.217"	"1.027"	"0.915"	"1.149"	"0.942"	"0.414"	"0.242"	"0.125"	"25126.1"	"29625.8"	"30570.5"	"25806.8"	"23000.5"	"28863.0"	"23667.7"	"10395.6"	"6089.5"	"3133.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9099762193104312204"	"False"	"High"	"IsMasterProtein"	"PF3D7_1462800.1-p1"	"transcript=PF3D7_1462800.1 | gene=PF3D7_1462800 | organism=Plasmodium_falciparum_3D7 | gene_product=glyceraldehyde-3-phosphate dehydrogenase | transcript_product=glyceraldehyde-3-phosphate dehydrogenase | location=Pf3D7_14_v3:2559098-2560347(+) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"249.154"	"71"	"20"	"158"	"19"	"337"	"36.6"	"7.69"	"515.14"	"20"	"2"	"1.165"	"1.240"	"1.031"	"0.915"	"1.131"	"0.661"	"0.291"	"0.199"	"0.117"	"32013.4"	"37293.7"	"39681.2"	"33015.2"	"29286.7"	"36211.7"	"21174.1"	"9308.1"	"6355.2"	"3755.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6105877340826101205"	"False"	"High"	"IsMasterProtein"	"PF3D7_0626800.1-p1"	"transcript=PF3D7_0626800.1 | gene=PF3D7_0626800 | organism=Plasmodium_falciparum_3D7 | gene_product=pyruvate kinase | transcript_product=pyruvate kinase | location=Pf3D7_06_v3:1078995-1081320(+) | protein_length=511 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"198.782"	"50"	"21"	"73"	"21"	"511"	"55.6"	"7.55"	"232.22"	"21"	"0"	"1.167"	"1.173"	"0.993"	"0.858"	"0.995"	"0.860"	"0.436"	"0.225"	"0.109"	"14045.7"	"16392.4"	"16470.6"	"13952.2"	"12053.8"	"13971.8"	"12078.8"	"6120.2"	"3155.9"	"1524.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"186.839"	"44"	"15"	"70"	"15"	"369"	"40.1"	"8.12"	"252.40"	"15"	"0"	"1.174"	"1.225"	"1.014"	"0.917"	"1.161"	"1.177"	"1.047"	"0.219"	"0.130"	"11864.0"	"13928.4"	"14537.2"	"12035.0"	"10876.0"	"13778.1"	"13965.9"	"12423.2"	"2600.3"	"1543.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"184.539"	"42"	"25"	"73"	"18"	"677"	"73.9"	"5.67"	"239.01"	"25"	"7"	"1.119"	"0.985"	"0.759"	"0.463"	"0.336"	"0.175"	"0.183"	"0.126"	"0.081"	"15162.7"	"16962.9"	"14932.7"	"11515.6"	"7019.3"	"5100.0"	"2647.3"	"2768.7"	"1907.0"	"1226.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"900378609323089650"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708400.1-p1"	"transcript=PF3D7_0708400.1 | gene=PF3D7_0708400 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 90 | transcript_product=heat shock protein 90 | location=Pf3D7_07_v3:381592-384614(+) | protein_length=745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"146.834"	"34"	"24"	"47"	"20"	"745"	"86.1"	"5.01"	"166.06"	"24"	"6"	"1.070"	"0.391"	"0.204"	"0.097"	"0.105"	"0.098"	"0.102"	"0.066"	"0.038"	"21401.5"	"22890.7"	"8362.3"	"4368.5"	"2072.3"	"2257.4"	"2104.0"	"2177.5"	"1417.8"	"819.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"140.336"	"62"	"21"	"55"	"21"	"416"	"45.4"	"7.83"	"190.83"	"21"	"0"	"1.188"	"1.156"	"0.599"	"0.130"	"0.128"	"0.098"	"0.112"	"0.076"	"0.040"	"22346.1"	"26551.1"	"25835.7"	"13396.1"	"2898.7"	"2862.2"	"2179.4"	"2495.5"	"1707.5"	"888.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"138.890"	"29"	"23"	"62"	"21"	"832"	"93.5"	"6.80"	"194.35"	"23"	"3"	"1.187"	"1.193"	"0.970"	"0.732"	"0.433"	"0.195"	"0.187"	"0.132"	"0.081"	"15217.3"	"18067.2"	"18159.8"	"14763.8"	"11143.0"	"6591.5"	"2969.6"	"2843.9"	"2006.6"	"1232.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8801906053145531818"	"False"	"High"	"IsMasterProtein"	"PF3D7_1016300.1-p1"	"transcript=PF3D7_1016300.1 | gene=PF3D7_1016300 | organism=Plasmodium_falciparum_3D7 | gene_product=GBP130 protein | transcript_product=GBP130 protein | location=Pf3D7_10_v3:650898-653567(-) | protein_length=824 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"135.948"	"72"	"20"	"60"	"20"	"824"	"95.8"	"5.14"	"186.37"	"20"	"0"	"1.149"	"1.153"	"1.029"	"0.738"	"0.883"	"0.786"	"0.727"	"0.318"	"0.168"	"7561.9"	"8690.2"	"8719.2"	"7782.7"	"5581.5"	"6679.3"	"5940.7"	"5499.9"	"2407.1"	"1274.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"131.400"	"41"	"23"	"52"	"23"	"604"	"69.1"	"7.40"	"173.74"	"23"	"0"	"1.185"	"1.264"	"1.035"	"0.942"	"1.206"	"1.115"	"1.106"	"0.792"	"0.588"	"8926.9"	"10577.0"	"11279.8"	"9240.1"	"8406.7"	"10766.7"	"9949.1"	"9870.2"	"7067.9"	"5251.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
